@ATTRIBUTE 1	 REAL
0.000000,1.000000,0.500000,0.000000,0.003311,0.000000,0.000000,0.000000,0.000000,0.000000,0.111731,1.000000,1.000000,0.000000,0.391887,0.004243,0.200000,0.600000,0.000000,0.004961,0.503915,0.444725,0.358346,0.180468,1.000000,1.000000,1.000000,1.000000,0.703306,0.898564,0.998416,0.916938,0.000000,0.000000,0.000000,0.000000,0.739663,0.524177,0.457900,0.261204,0.000000,0.000000,0.000000,0.018911,0.016129,0.015152,LOW	%docid = GX051-96-9704740 inc = 0.0139454937822908 prob = 0.368715
0.023102,0.000000,0.500000,0.000000,0.019868,0.000000,0.000000,0.000000,0.000000,0.000000,0.431144,0.000000,1.000000,0.000000,0.542206,0.014498,0.000000,0.300000,0.750000,0.014174,0.765103,0.767139,0.521791,0.662474,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.799789,0.739458,0.548665,0.660972,0.500000,0.400000,0.000000,0.000000,0.000000,0.015152,NONE	%docid = GX071-51-0773894 inc = 0.0223355376905632 prob = 0.23536
0.075908,0.000000,0.000000,0.000000,0.066225,0.000000,0.000000,0.000000,0.000000,0.000000,0.521072,0.000000,0.000000,0.000000,0.476822,0.050566,1.000000,0.800000,1.000000,0.057760,0.059034,0.000000,0.151568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062649,0.000000,0.148327,0.000000,1.000000,0.750000,0.000000,0.036170,0.016129,0.000000,NONE	%docid = GX154-71-7690897 inc = 1 prob = 0.0456208
1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.410101,0.000000,1.000000,1.000000,1.000000,0.066667,0.000000,0.000000,1.000000,0.621170,1.000000,1.000000,1.000000,0.638669,0.000000,0.141398,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.638944,1.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.044322,0.032258,0.000000,NONE	%docid = GX242-89-6144358 inc = 0.0417108897110155 prob = 0.936476
0.009901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066667,0.300000,0.750000,0.000000,0.000000,0.298475,0.000000,0.314290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.191104,0.000000,0.260273,0.500000,0.600000,0.000000,0.093774,0.016129,0.045455,NONE	%docid = GX260-06-5617096 inc = 1 prob = 0.0146391
0.076011,0.000000,0.000000,0.000000,0.075977,0.000000,0.000000,0.000000,0.000000,0.000000,0.068825,0.000000,0.000000,0.000000,0.068163,0.127212,1.000000,0.230769,0.142857,0.127693,0.900297,0.838360,0.814056,0.857430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.888634,0.826405,0.809466,0.857288,0.000000,0.062500,0.000000,1.000000,0.189189,0.189189,NONE	%docid = GX000-94-1812520 inc = 0.00626031794341334 prob = 0.0897452
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.064710,0.000000,0.000000,0.428571,0.064646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.520833,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX006-58-1642110 inc = 1 prob = 0.159745
0.008348,0.000000,0.000000,0.000000,0.008344,0.000000,0.000000,0.000000,0.000000,0.000000,0.005041,0.000000,0.000000,0.000000,0.004608,0.066491,0.083333,0.923077,0.000000,0.066674,0.368717,0.133643,0.229293,0.331502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.352253,0.092926,0.213647,0.346649,0.250000,0.000000,0.000000,0.041958,0.027027,0.027027,NONE	%docid = GX015-19-9905138 inc = 1 prob = 0.0681818
0.001318,1.000000,1.000000,0.000000,0.003953,0.000000,0.000000,0.000000,0.000000,0.000000,0.001367,1.000000,1.000000,0.000000,0.004125,0.000090,0.666667,1.000000,0.714286,0.000744,0.731366,0.897928,0.230649,0.889854,0.353296,0.697700,0.995004,0.706555,0.745024,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.892323,0.946026,0.407962,0.871721,0.750000,1.000000,0.000000,0.028458,0.054054,0.000000,NONE	%docid = GX016-30-3925225 inc = 1 prob = 0.0933871
0.006151,0.000000,0.666667,0.000000,0.007027,0.000000,0.000000,0.000000,0.000000,0.000000,0.006468,0.000000,0.644562,0.000000,0.007399,0.002840,0.166667,0.384615,0.571429,0.003019,0.909347,0.904290,0.492122,0.789192,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.929230,0.903981,0.513247,0.798860,0.750000,0.791667,0.000000,0.052031,0.054054,0.108108,NONE	%docid = GX024-65-11481497 inc = 1 prob = 0.125684
0.112917,0.000000,0.000000,0.000000,0.112868,0.000000,0.000000,0.000000,0.000000,0.000000,0.114998,0.000000,0.000000,0.000000,0.114700,0.104447,0.125000,0.538462,0.285714,0.104574,0.986014,0.938306,0.900094,0.945567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.980862,0.931419,0.898407,0.943593,0.750000,0.562500,0.000000,0.005518,0.027027,0.000000,NONE	%docid = GX051-70-2312061 inc = 0.0235854867238894 prob = 0.12302
0.004394,0.666667,0.000000,1.000000,0.006148,0.000000,0.000000,0.000000,0.000000,0.000000,0.004601,0.658103,0.000000,1.000000,0.006458,0.011112,0.083333,0.307692,0.285714,0.011176,0.749387,0.514634,0.379068,0.471529,1.000000,1.000000,0.676067,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.821755,0.578428,0.438306,0.548785,0.500000,0.395833,0.000000,0.250622,1.000000,1.000000,NONE	%docid = GX075-80-3994749 inc = 1 prob = 0.141848
1.000000,0.000000,0.000000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.390976,1.000000,0.925305,0.125000,0.000000,0.714286,0.925101,0.995791,0.962708,1.000000,0.965160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.345836,0.247995,0.211834,0.209397,0.988678,0.957727,1.000000,0.963686,0.750000,0.416667,0.000000,0.002542,0.027027,0.000000,NONE	%docid = GX230-95-5881469 inc = 0.0511664247473647 prob = 0.180026
0.065905,1.000000,0.000000,0.000000,0.067194,0.000000,0.000000,0.000000,0.000000,0.000000,0.065237,1.000000,0.000000,0.000000,0.066208,0.059954,0.416667,0.000000,0.142857,0.060072,1.000000,1.000000,0.896855,1.000000,0.508202,0.751408,1.000000,0.786140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990517,1.000000,0.899721,1.000000,0.250000,0.354167,0.000000,0.032016,0.081081,0.000000,NONE	%docid = GX234-74-9060933 inc = 0.0163716901742216 prob = 0.0897704
0.000879,0.000000,0.000000,0.500000,0.001318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000233,0.000000,0.000000,0.162697,0.000236,0.000000,0.000000,0.076923,0.571429,0.000000,0.102249,0.186735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.149674,0.022197,0.000610,0.011201,0.074235,0.111893,0.000000,0.000000,0.500000,0.458333,0.000000,0.000000,0.000000,0.027027,NONE	%docid = GX240-21-8150310 inc = 1 prob = 0.0504223
0.119947,0.000000,0.000000,0.000000,0.119895,0.000000,0.000000,0.000000,0.000000,0.000000,0.124569,0.000000,0.000000,0.000000,0.124628,0.072261,0.041667,0.000000,0.428571,0.072217,0.999178,0.956047,0.920423,0.978532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.950337,0.920710,0.976061,0.750000,0.208333,0.000000,0.001736,0.027027,0.000000,NONE	%docid = GX241-99-13724645 inc = 1 prob = 0.09969
0.754394,0.000000,0.000000,0.000000,0.754062,0.000000,0.000000,0.000000,0.000000,0.000000,0.754116,0.000000,0.000000,0.000000,0.754430,0.947145,0.083333,0.000000,1.000000,0.946958,0.951343,0.851826,0.897387,0.870190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.948365,0.842367,0.895378,0.871525,0.750000,0.479167,0.000000,0.010951,0.027027,0.000000,NONE	%docid = GX255-17-2619932 inc = 1 prob = 0.103002
0.623023,0.000000,0.000000,0.000000,0.622749,0.000000,0.000000,0.000000,0.000000,0.000000,0.633231,0.000000,0.000000,0.000000,0.629521,0.736719,0.333333,0.000000,0.571429,0.736661,0.951280,0.862951,0.904402,0.879445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.946473,0.853860,0.902492,0.880412,1.000000,0.625000,0.000000,0.157698,0.351351,0.000000,NONE	%docid = GX261-73-10269144 inc = 0.0414807696761737 prob = 0.136604
0.027680,0.000000,0.000000,0.500000,0.028107,0.000000,0.000000,0.000000,0.000000,0.000000,0.028036,0.000000,0.000000,0.162697,0.028046,0.027611,0.250000,0.000000,0.714286,0.027738,0.966627,0.904761,0.740228,0.932057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.143913,0.015662,0.000305,0.005365,0.967397,0.930573,0.753816,0.953597,1.000000,0.687500,0.000000,0.001029,0.027027,0.000000,NONE	%docid = GX263-56-14459858 inc = 0.00340778348581612 prob = 0.0909218
0.544815,0.333333,0.000000,0.500000,0.545455,0.000000,0.000000,0.000000,0.000000,0.000000,0.545796,0.341897,0.000000,0.162697,0.544989,1.000000,0.541667,0.000000,0.714286,1.000000,0.901945,0.742370,0.796276,0.776392,0.152920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.143913,0.000000,0.000305,0.005365,0.902281,0.730351,0.793958,0.781930,0.250000,0.458333,0.000000,0.047912,0.027027,0.000000,NONE	%docid = GX264-40-4609851 inc = 0.00548176108306143 prob = 0.0898026
0.003515,0.000000,0.000000,0.500000,0.003953,0.000000,0.000000,0.000000,0.000000,0.000000,0.003733,0.000000,0.000000,0.162697,0.003804,0.054883,0.000000,0.000000,0.857143,0.054890,0.355753,0.000000,0.129433,0.092863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138580,0.009711,0.000000,0.000000,0.376340,0.000000,0.151978,0.247125,0.500000,0.833333,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX272-42-1044991 inc = 0.00649801758580187 prob = 0.132901
0.207601,0.000000,0.000000,0.000000,0.206916,0.000000,0.000000,0.000000,0.000000,0.000000,0.617137,0.000000,0.000000,0.000000,0.620831,0.174790,0.250000,0.500000,0.000000,0.174904,0.465819,0.706222,0.683303,0.711788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.465864,0.704614,0.686062,0.714484,0.000000,0.200000,0.000000,0.530272,1.000000,1.000000,NONE	%docid = GX001-96-2857770 inc = 0.0082470294659726 prob = 0.0703825
0.086784,0.000000,0.000000,0.000000,0.086168,0.000000,0.000000,0.000000,0.000000,0.000000,0.737356,0.000000,0.000000,0.000000,0.741338,0.049017,0.583333,0.300000,0.166667,0.049307,0.866303,0.959978,0.995986,0.977799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.857448,0.956741,0.996638,0.979251,0.250000,0.066667,0.000000,1.000000,0.200000,0.277778,HIGH	%docid = GX002-67-15700532 inc = 0.0690690017943169 prob = 0.764396
0.026092,0.000000,0.000000,0.000000,0.025510,0.000000,0.000000,0.000000,0.000000,0.000000,0.632822,0.000000,0.000000,0.000000,0.638149,0.112805,0.000000,0.000000,0.666667,0.112791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.577778,0.000000,0.000000,0.000000,0.000000,LOW	%docid = GX006-56-3992941 inc = 0.00183703338199232 prob = 0.0919099
0.235394,0.000000,0.000000,0.000000,0.234694,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.104968,0.666667,0.400000,0.833333,0.105467,0.599827,0.802121,0.823091,0.809238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.592736,0.798954,0.823182,0.810665,0.750000,1.000000,0.000000,0.108154,0.200000,0.166667,NONE	%docid = GX009-43-1699907 inc = 1 prob = 0.195734
0.052751,0.250000,0.000000,0.000000,0.052721,0.000000,0.000000,0.000000,0.000000,0.000000,0.604233,0.129329,0.000000,0.000000,0.608981,0.102226,1.000000,0.400000,0.500000,0.102804,0.045558,0.322582,0.321941,0.311165,0.111598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045792,0.319704,0.321098,0.311392,0.500000,0.244444,0.000000,0.293172,0.200000,0.444444,NONE	%docid = GX019-44-11074323 inc = 0.00565770121449907 prob = 0.0926119
0.133863,1.000000,0.000000,0.000000,0.135488,0.000000,0.000000,0.000000,0.000000,0.000000,0.832277,1.000000,0.000000,0.000000,0.841598,0.056931,0.833333,0.200000,0.500000,0.057374,1.000000,1.000000,0.976607,0.971376,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.982072,0.975599,0.500000,0.333333,0.000000,0.124247,0.300000,0.222222,LOW	%docid = GX028-75-6276515 inc = 1 prob = 0.680262
0.274532,0.000000,0.000000,0.000000,0.273810,0.000000,0.000000,0.000000,0.000000,0.000000,0.412923,0.000000,0.000000,0.000000,0.417655,0.271648,0.333333,1.000000,0.333333,0.272029,0.036426,0.347792,0.243212,0.358237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037384,0.345759,0.245804,0.360041,0.500000,0.355556,0.000000,0.023063,0.100000,0.000000,NONE	%docid = GX033-77-3616721 inc = 0.00574145708218952 prob = 0.175731
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.661590,0.000000,1.000000,0.000000,0.674885,0.000000,0.000000,0.100000,0.333333,0.000000,0.439254,0.608015,0.527896,0.180725,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.509092,0.530570,0.543475,0.174517,0.500000,0.244444,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX034-18-9911964 inc = 1 prob = 0.093999
0.084515,0.000000,0.000000,0.000000,0.083900,0.000000,0.000000,0.000000,0.000000,0.000000,0.656708,0.000000,0.000000,0.000000,0.661238,0.074210,0.333333,0.600000,0.333333,0.074528,0.365051,0.587829,0.541308,0.570377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.362290,0.584684,0.542029,0.571950,0.500000,0.355556,0.000000,0.513154,0.100000,0.444444,LOW	%docid = GX124-28-16459165 inc = 1 prob = 0.0702374
0.087918,0.000000,1.000000,0.000000,0.087868,0.000000,0.000000,0.000000,0.000000,0.000000,0.736708,0.000000,0.266644,0.000000,0.739656,0.049996,0.583333,1.000000,0.000000,0.050521,0.864450,0.964326,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.096583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.853687,0.959988,1.000000,1.000000,0.500000,0.000000,0.000000,0.249173,0.200000,0.777778,LOW	%docid = GX200-78-13992442 inc = 1 prob = 0.75991
0.857629,0.000000,0.000000,0.000000,0.856576,0.000000,0.000000,0.000000,0.000000,0.000000,0.201132,0.000000,0.000000,0.000000,0.202179,0.969046,0.333333,0.000000,0.666667,0.968787,0.200834,0.678323,0.635846,0.678279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.202277,0.677546,0.640376,0.681579,0.250000,0.422222,0.000000,0.102012,0.300000,0.000000,NONE	%docid = GX231-38-16063177 inc = 1 prob = 0.119907
0.336358,0.000000,0.000000,0.000000,0.335601,0.000000,0.000000,0.000000,0.000000,0.000000,0.600429,0.000000,0.000000,0.000000,0.603101,0.310712,0.333333,0.000000,0.666667,0.310762,0.289955,0.615986,0.582454,0.631944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.289669,0.614371,0.585549,0.634432,0.750000,0.466667,0.000000,0.043840,0.100000,0.000000,NONE	%docid = GX232-01-13165676 inc = 0.00351263089615552 prob = 0.187601
1.000000,0.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.256475,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.500000,1.000000,0.138917,0.576193,0.538676,0.621889,0.221314,0.151096,0.008731,0.159588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.139726,0.575324,0.543531,0.625159,0.500000,0.444444,0.000000,0.043089,0.100000,0.000000,NONE	%docid = GX239-90-13570025 inc = 0.00396368199888553 prob = 0.216246
0.078276,0.000000,0.000000,0.000000,0.077664,0.000000,0.000000,0.000000,0.000000,0.000000,0.687298,0.000000,0.000000,0.000000,0.691747,0.083026,0.166667,0.000000,0.666667,0.083105,0.267270,0.487151,0.406040,0.463601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264185,0.485398,0.407234,0.465243,1.000000,0.555556,0.000000,0.040918,0.100000,0.000000,NONE	%docid = GX262-78-5010965 inc = 1 prob = 0.0858335
0.077141,0.250000,0.000000,0.000000,0.077098,0.000000,0.000000,0.000000,0.000000,0.000000,0.719763,0.373676,0.000000,0.000000,0.729615,0.035734,0.333333,0.000000,1.000000,0.035991,0.766087,0.878588,0.810699,0.861879,0.713978,0.475096,0.640376,0.284971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.778392,0.878037,0.816061,0.864994,0.500000,0.333333,0.000000,0.014264,0.100000,0.000000,LOW	%docid = GX266-12-0745660 inc = 0.0100851089300001 prob = 0.136658
0.037736,0.000000,0.000000,0.000000,0.037736,0.000000,0.000000,0.000000,0.000000,0.000000,0.069185,0.000000,0.000000,0.000000,0.069188,0.117031,0.750000,0.193548,0.000000,0.118414,0.465102,0.649564,0.665967,0.698204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.379111,0.640697,0.663446,0.692386,0.000000,0.000000,0.000000,1.000000,1.000000,0.454545,NONE	%docid = GX009-80-0627675 inc = 0.0102028553541942 prob = 0.0930295
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.161290,0.625000,0.000000,0.067528,0.091150,0.000000,0.052294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037459,0.012454,0.000000,0.011832,0.333333,0.394737,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX012-20-11241303 inc = 1 prob = 0.0185991
0.056604,0.000000,0.000000,0.000000,0.056604,0.000000,0.000000,0.000000,0.000000,0.000000,0.163207,0.000000,0.000000,0.000000,0.163211,0.699247,0.625000,0.709677,0.125000,0.702956,0.000000,0.125458,0.274209,0.156014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.123121,0.272103,0.154372,0.333333,0.236842,0.000000,0.010441,0.066667,0.272727,NONE	%docid = GX014-43-4043915 inc = 0.001084396927428 prob = 0.0897452
0.641509,1.000000,1.000000,1.000000,0.716981,0.000000,0.000000,0.000000,0.000000,0.000000,0.760734,0.665115,0.651587,1.000000,0.851596,0.131729,0.250000,0.193548,0.625000,0.132550,0.706586,0.537176,0.478591,0.520607,1.000000,0.000000,0.000000,0.000000,0.844909,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.586715,0.544014,0.488636,0.526612,1.000000,0.342105,0.000000,0.248447,0.133333,0.181818,NONE	%docid = GX031-00-5916014 inc = 0.00833705734931218 prob = 0.171977
0.150943,0.000000,1.000000,0.000000,0.169811,0.000000,0.000000,0.000000,0.000000,0.000000,0.395599,0.000000,1.000000,0.000000,0.442089,0.090575,0.000000,1.000000,0.375000,0.094915,0.970363,0.431431,0.544530,0.359083,0.000000,0.000000,0.000000,0.000000,0.373423,0.747420,0.993283,0.725366,0.000000,0.000000,0.000000,0.000000,0.814982,0.424277,0.547791,0.359916,1.000000,0.250000,0.000000,0.000000,0.000000,1.000000,NONE	%docid = GX042-36-11097810 inc = 0.0138178482587408 prob = 0.0951821
0.056604,1.000000,1.000000,0.000000,0.113208,0.000000,0.000000,0.000000,0.000000,0.000000,0.135667,1.000000,1.000000,0.000000,0.275109,0.060628,1.000000,0.290323,0.250000,0.063705,1.000000,0.722322,0.662511,0.753438,0.615346,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.771187,0.715184,0.789963,0.333333,0.105263,0.000000,0.476800,0.533333,0.363636,NONE	%docid = GX098-25-7432287 inc = 1 prob = 0.120109
0.415094,0.000000,0.000000,0.000000,0.415094,0.000000,0.000000,0.000000,0.000000,0.000000,0.525653,0.000000,0.000000,0.000000,0.525663,1.000000,0.375000,0.000000,1.000000,1.000000,0.431438,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.367525,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.019281,0.066667,0.000000,LOW	%docid = GX232-30-0000000 inc = 1 prob = 0.850903
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.180231,0.062500,0.193548,0.500000,0.180283,0.192709,0.000000,0.151506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153694,0.000000,0.152156,0.000000,0.666667,0.236842,0.000000,0.033308,0.066667,0.272727,NONE	%docid = GX247-52-5235470 inc = 1 prob = 0.0822215
0.044061,1.000000,0.000000,0.000000,0.065134,0.000000,0.000000,0.000000,0.000000,0.000000,0.040796,1.000000,0.000000,0.000000,0.065891,0.006782,0.791667,0.529412,0.000000,0.007434,0.576380,0.728821,0.747770,0.640177,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.937948,0.998047,0.992248,0.971071,0.000000,0.000000,0.000000,1.000000,0.900000,0.016355,NONE	%docid = GX002-92-15189404 inc = 1 prob = 0.155629
0.021073,0.000000,0.000000,0.000000,0.021073,0.000000,0.000000,0.000000,0.000000,0.000000,0.019752,0.000000,0.000000,0.000000,0.017949,0.025616,0.083333,0.470588,0.750000,0.025875,0.283434,0.351459,0.564437,0.212673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.269210,0.345601,0.550792,0.209815,0.000000,0.552632,0.000000,0.087814,0.050000,0.000000,NONE	%docid = GX008-07-15466536 inc = 1 prob = 0.154492
0.049808,0.181818,1.000000,1.000000,0.059387,0.000000,0.000000,0.000000,0.000000,0.000000,0.037121,0.138667,1.000000,0.945097,0.043047,0.011817,0.250000,0.470588,1.000000,0.012207,0.257360,0.371413,0.537173,0.204246,0.424105,0.414193,0.143817,0.387634,0.874247,1.000000,0.476404,1.000000,0.831615,0.000000,0.000000,0.000000,0.249359,0.375808,0.539121,0.212647,1.000000,1.000000,0.000000,0.065781,0.050000,0.011682,NONE	%docid = GX021-93-0410414 inc = 1 prob = 0.0962951
0.022989,0.000000,0.500000,0.000000,0.024904,0.000000,0.000000,0.000000,0.000000,0.000000,0.028655,0.000000,0.766069,0.000000,0.030747,0.000183,0.000000,0.235294,0.750000,0.000287,0.829524,0.938749,0.881792,0.755893,0.000000,0.000000,0.000000,0.000000,1.000000,0.780885,1.000000,0.446163,0.000000,0.000000,0.000000,0.000000,0.819046,0.925252,0.877358,0.730518,1.000000,0.763158,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX034-97-4765019 inc = 1 prob = 0.0910409
0.005747,0.090909,0.500000,0.000000,0.009579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.059540,0.537051,0.000000,0.000000,0.023060,0.125000,0.352941,0.500000,0.023267,0.004365,0.160694,0.356569,0.012734,0.279856,0.142538,0.000000,0.041997,0.562383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024795,0.186920,0.371127,0.037197,0.500000,0.421053,0.000000,0.119619,0.050000,0.030374,NONE	%docid = GX037-80-16732909 inc = 0.0051479357270048 prob = 0.0895344
0.030651,0.181818,0.000000,0.000000,0.034483,0.000000,0.000000,0.000000,0.000000,0.000000,0.013858,0.123541,0.000000,0.000000,0.014319,0.017921,1.000000,0.705882,0.000000,0.018780,0.093970,0.271082,0.446043,0.105952,0.114610,0.000000,0.036934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088494,0.265054,0.441181,0.108372,0.000000,0.000000,0.000000,0.570017,1.000000,0.067757,NONE	%docid = GX041-79-16241383 inc = 0.00415899015632367 prob = 0.0884468
0.042146,0.000000,0.000000,0.000000,0.042146,0.000000,0.000000,0.000000,0.000000,0.000000,0.009700,0.000000,0.000000,0.000000,0.007868,0.104395,0.208333,1.000000,0.250000,0.104909,0.000000,0.282904,0.483852,0.271094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.279921,0.473758,0.268896,0.000000,0.315789,0.000000,0.013180,0.200000,0.000000,NONE	%docid = GX048-77-5083694 inc = 0.00237746219130704 prob = 0.0897698
0.057471,0.090909,0.500000,1.000000,0.063218,0.000000,0.000000,0.000000,0.000000,0.000000,0.055671,0.091709,0.766069,1.000000,0.065372,0.007774,0.125000,0.470588,0.250000,0.008008,1.000000,1.000000,1.000000,1.000000,0.431058,0.291434,0.200533,0.167867,0.669733,0.607103,0.993868,0.346972,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.684211,0.000000,0.552514,0.200000,0.009346,NONE	%docid = GX108-17-13163365 inc = 1 prob = 0.212632
